,issue_area,question,submission_date,submitter_location,submitters,vote_count,question_
191,Civil Rights,"Under what circumstances, if any,  is it legal for an HOA to evict a homeowner?",2016-10-09 18:35:00,TN,Stacy H.,1,"circumstance if_any legal hoa evict homeowner
"
192,Civil Rights,"What can be done to stop the policy with police on shoot to kill, too many death",2016-10-09 18:34:00,TX,Sherri L.,1,"stop policy police shoot kill too_many death
"
193,Environment,What are your plans to combat environmental deterioration?,2016-10-09 18:34:00,OR,Audrey  S.,1,"your_plan combat environmental deterioration
"
194,Society & Community,Who is your closest personal advisor and why?,2016-10-09 18:31:00,None,Debbie S.,1,"close personal advisor
"
195,Economy & Jobs,Do you think that African Americans should be given the same respect as European,2016-10-09 18:30:00,VA,Brenda S.,1,"think african_americans respect european
"
196,Government & Elections,What is the first 3 things you would stop that incurred during the Obama admin?,2016-10-09 18:26:00,TX,Carla T.,1,"3 thing stop incur obama admin
"
197,Taxes & Budget,What have you done already to try to fix flaws you know of in the tax code?,2016-10-09 18:23:00,CA,J D.,1,"try fix flaw know tax_code
"
198,Society & Community,Justify increase # of refugees & Cost 5yrs Medical/Food/Welfare for refugees ,2016-10-09 18:17:00,FL,Tery B.,1,"justify increase refugee cost 5yrs medical/food/welfare refugee
"
199,Economy & Jobs,"Will you reform the community re-investment act, and re-visit glass steagall?",2016-10-09 18:14:00,MD,Alan D.,1,"reform community investment act visit glass steagall
"
200,Government & Elections,How will you open the gridlock and help government work again?,2016-10-09 18:06:00,MO,Alice H.,1,"open gridlock help government work_again
"
201,Education,What plan do you have for improving our  very diverse public school system? ,2016-10-09 18:05:00,CA,Kimberly A.,1,"plan improve diverse public_school
"
202,Economy & Jobs,Explain why it's smart not to pay taxes but go after companies that do the same,2016-10-09 18:05:00,NC,Peter S.,1,"explain it_' smart pay_tax company
"
203,Health,"Without getting rid of the affordable care act, how will you make healthcare ",2016-10-09 18:04:00,PA,Tim W.,1,"get_rid_of affordable_care_act healthcare
"
204,Civil Rights,When do you believe life begin?,2016-10-09 18:03:00,IL,Don W.,1,"believe life_begin
"
205,Foreign Policy & Military,What can you do to get VA benefits claims handled more efficiently & correctly ,2016-10-09 18:03:00,TX,Tishia  H.,1,"va benefit claim handle efficiently correctly
"
206,Infrastructure & Technology,"To reduce greenhouse gases, should the government fund free-buses, not freeways?",2016-10-09 18:03:00,CA,Joe R.,1,"reduce greenhouse gas government fund free bus freeway
"
207,Economy & Jobs,How are you going to keep this country from economic failure?,2016-10-09 18:01:00,NJ,Barbara H.,1,"this_country economic failure
"
208,Society & Community,How can we change the hiring process for police officers to get better recruits?,2016-10-09 18:01:00,CA,Susan E.,1,"how_can_we change hiring process police_officer better recruit
"
209,Government & Elections,Why is it that a politician can go into politics broke but leave rich? ,2016-10-09 18:00:00,OH,Tom S.,1,"politician politics break leave rich
"
210,Government & Elections,Would you sign legislation to require candidates and presidents release taxe.,2016-10-09 18:00:00,TX,Jeffrey B.,1,"sign legislation require candidate president release taxe
"
211,Foreign Policy & Military,Military Financial Waste,2016-10-09 17:59:00,IA,Pam B.,1,"military financial waste
"
212,Government & Elections,Should political parties be fined for not vetting nominees throughly ,2016-10-09 17:58:00,CA,Rebecca R.,1,"political_party fin vet nominee throughly
"
213,Government & Elections,How do you feel about Director Comey's recent appearance in front  of congress? ,2016-10-09 17:57:00,NY,William G.,1,"feel_about director comey 's recent appearance congress
"
214,Government & Elections,Do You Think the Public Is So Stupid that it Will be deflected by Tactical...,2016-10-09 17:56:00,TX,Caroline E.,1,"think public stupid deflect tactical
"
215,Infrastructure & Technology,"To reduce greenhouse gases, should the government fund free-buses, not freeways?",2016-10-09 17:55:00,CA,Joe R.,1,"reduce greenhouse gas government fund free bus freeway
"
216,Government & Elections,Should your supporters vote for candidates from your own party that attack you?,2016-10-09 17:52:00,IA,John C.,1,"supporter vote candidate your_own party attack
"
217,Civil Rights,"Do you support the religious rights of organizations, like Answers in Genesis?",2016-10-09 17:51:00,IL,Peter R.,1,"support religious right organization like answers genesis
"
218,Education,What is your plan for funding the education system?  Why is that plan effective?,2016-10-09 17:50:00,CA,Kaitlyn T.,1,"your_plan fund education_system plan effective
"
219,Taxes & Budget,"If no one paid taxes for years, where would politicians salaries come from?",2016-10-09 17:50:00,CA,Leigh H.,1,"no_one pay_tax year politician salary come
"
220,Society & Community,how can you stop racism?How can you stop hating each other?,2016-10-09 17:46:00,AZ,debbie p.,1,"stop racism?how stop hat each_other
"
221,Health,How will you limit the price gouging of insurance companies on premiums? ,2016-10-09 17:45:00,OR,Ann M.,1,"limit price gouging insurance_company premium
"
222,Government & Elections,"Would you support meaningful ballot and debate access for ""3rd party"" candidates",2016-10-09 17:45:00,MD,Louis C.,1,"support meaningful ballot debate access 3rd_party_candidate
"
223,Foreign Policy & Military,What will you do in response to countries that deny the right to homeschool?,2016-10-09 17:43:00,IL,Peter R.,1,"response country deny right homeschool
"
224,Taxes & Budget,How your tax plan will help Americans?,2016-10-09 17:43:00,FL,Arie S.,1,"tax plan help americans
"
225,Economy & Jobs,What are you going to do to break the cycle of poverty?,2016-10-09 17:38:00,PA,Arielle P.,1,"break cycle poverty
"
226,Taxes & Budget,companies pension r allowed to under fund their pensions  to pay infrastructu   ,2016-10-09 17:37:00,RI,J L.,1,"company pension r allow fund pension pay infrastructu
"
227,Taxes & Budget,"Which tax deduction in your 2015 federal tax return, should be eliminated?",2016-10-09 17:37:00,NY,wei L.,1,"tax_deduction 2015 federal tax_return eliminate
"
228,Government & Elections,How do you address the lack of trust between the electorate and elected leaders?,2016-10-09 17:36:00,DE,Dorothy B.,1,"address lack_of trust_between electorate elect leader
"
229,Government & Elections,How would you get Congress to legislate for the benefit of U. S. citizens?,2016-10-09 17:36:00,OK,Dianna T.,1,"congress legislate benefit u. s. citizen
"
230,Foreign Policy & Military,What is your alternative of Iran nuclear deal failure?,2016-10-09 17:36:00,VA,Pedram H.,1,"alternative iran nuclear deal failure
"
231,Economy & Jobs,How do you intend to vote on TPP?,2016-10-09 17:35:00,MI,Carol I.,1,"intend vote tpp
"
232,Civil Rights,What actions or plans would you put in place to Vicims & violence ,2016-10-09 17:29:00,TN,Diane B.,1,"action plan place vicims violence
"
233,Education,Will you enforce schools to follow neurologically disabled students' IEPs? ,2016-10-09 17:27:00,OH,Summer O.,1,"enforce school follow neurologically disabled student ieps
"
234,Health,How will you promote GMOs?,2016-10-09 17:25:00,CT,William O.,1,"promote gmos
"
235,Environment,Will you subsidize & support non-renewable natural gas expansion in US & global?,2016-10-09 17:22:00,CA,Talia R.,1,"subsidize support non renewable natural ga expansion global
"
236,Society & Community,Will you push universal computer/tech training to reduce the digital divide?,2016-10-09 17:21:00,VA,Edward  S.,1,"push universal computer/tech training reduce digital divide
"
237,Society & Community,"Why isnt integrity, number one on the list to run for Potus?",2016-10-09 19:28:00,AZ,Sandra H.,1,"integrity number_one list run_for potus
"
238,Economy & Jobs,"Outsider Control Over America""s Economy ",2016-10-09 17:17:00,MS,BAN S.,1,"outsider control_over america""s economy
"
239,Society & Community,Would you be willing to withdrawl from any jobs or financial vntures if elected?,2016-10-09 16:56:00,WA,Heather H.,1,"willing withdrawl job financial vntures if_elect
"
240,Civil Rights,"Do you support the demilitarization of police, enforcement of use of body cams?",2016-10-09 16:53:00,CO,Jodi W.,1,"support demilitarization police enforcement use body cam
"
241,Government & Elections,Convince us Millenials that you care about America and our American Dream.,2016-10-09 16:52:00,NY,Ram N.,1,"convince millenials care america american_dream
"
242,Education,What are your plans for improving funds available to schools ,2016-10-09 16:44:00,LA,Melissa W.,1,"your_plan improve fund available school
"
243,Foreign Policy & Military,What will you do to support the peace process in Colombia?,2016-10-09 16:42:00,FL,Camilo O.,1,"support peace process colombia
"
244,Society & Community,How will you stop the assault on law abiding gun owners in America? ,2016-10-09 16:39:00,NY,Mitchell H.,1,"stop assault law_abide gun owner america
"
245,Health,Will you repeal the ACA and replace it with a market based plan that works?,2016-10-09 16:38:00,CA,Kevin D.,1,"repeal aca replace_it_with market base plan work
"
246,Civil Rights,Birther is just another word for Nigger. When are the racists gonna grow-up?,2016-10-09 16:35:00,IL,Greg M.,1,"birther word nigger racist gonna grow
"
247,Foreign Policy & Military,"As Commander in Chief, how do you ensure the troops can have confidence in you?",2016-10-09 16:33:00,VA,Jim E.,1,"commander_in_chief ensure troop confidence
"
248,Economy & Jobs,"As AI and tech continue to shrink human labor, how do you see the future of jobs",2016-10-09 19:09:00,IL,Ryan H.,1,"ai tech continue shrink human labor future job
"
249,Society & Community,how important do you feel the personnel backround of a candidate,2016-10-08 13:25:00,PA,harvey e.,1,"important feel personnel backround candidate
"
250,Taxes & Budget,What will you do to cut taxes on small businesses?,2016-10-09 19:08:00,TX,Dee A.,1,"cut tax small_business
"
251,Foreign Policy & Military,What is your plan to address the influx of political refugees into the U.S.?,2016-10-09 18:36:00,CA,Katelyn H.,1,"your_plan address influx political refugee u.s.
"
252,Civil Rights,"To protect 1st Amendment speech rights, would you repeal the Espionage Act? ",2016-10-09 18:08:00,CA,Joe R.,1,"protect 1st_amendment speech right repeal espionage act
"
253,Environment,Does man or God control the climate / weather???,2016-10-09 08:35:00,MS,robert w.,2,"man god control climate weather
"
254,Health,What is the candidates position on stem cell research.,2016-10-09 12:12:00,WI,Sam M.,2,"candidate position_on stem_cell research
"
255,Economy & Jobs,What would you do to help small businesses in rural area where jobs are scarce?,2016-10-09 05:56:00,NC,Lisa P.,2,"help_small_business rural area job scarce
"
256,Foreign Policy & Military,"Neocon control over US foreign policy has failed.Will you remove their
influence",2016-10-08 15:27:00,WA,s. m.,2,"neocon control_over foreign_policy fail remove influence
"
257,Government & Elections,Can the American people expect honesty from your administration?,2016-10-09 16:15:00,CT,Stephen G.,2,"american_people expect honesty your_administration
"
258,Civil Rights,Would you do anything to overturn the Supreme Court's ruling on same-sex marria?,2016-10-09 12:40:00,CA,Andee K.,2,"overturn supreme_court 's ruling same_sex marria
"
259,Foreign Policy & Military,Please name the first 10 cities you will bomb as president,2016-10-09 08:52:00,DC,Amit S.,2,"please_name 10 city bomb as_president
"
260,Government & Elections,What' is your position on negative personal attacks during election campaigns?,2016-10-08 13:50:00,WA,Joann S.,2,"your_position_on negative personal_attack election campaign
"
261,Taxes & Budget,"Liberty, tyranny & the pursuit of happiness. What's the relationship with taxes?",2016-10-03 17:31:00,NY,Mitchell W.,2,"liberty tyranny pursuit happiness what_' relationship_with tax
"
262,Foreign Policy & Military,How will you supoort your candidate in terms of foreign policy and military?,2016-10-04 22:00:00,HI,Jun S.,2,"supoort candidate term foreign_policy military
"
263,Health,Do you believe in God?,2016-10-09 14:31:00,TN,DebraAnn G.,2,"believe god
"
264,Society & Community,What is your policy on legealization .,2016-10-09 18:03:00,VA,Steve S.,2,"your_policy legealization
"
